pres_trial	stimulus	type	latency	event_type	task_role	letter
1	Picture	nonWM	1430.0	show_cross	ready	n/a
1	Picture	gD	2741.0	show_letter	non_target	D
1	Picture	gM	3102.0	show_letter	non_target	M
1	Picture	gB	3462.0	show_letter	non_target	B
1	Picture	Y	3822.0	show_letter	target	Y
1	Picture	gH	4183.0	show_letter	non_target	H
1	Picture	Q	4543.0	show_letter	target	Q
1	Picture	C	4903.0	show_letter	target	C
1	Picture	gG	5264.0	show_letter	non_target	G
1	Picture	WM	5624.0	show_dash	work_memory	n/a
1	Picture	rC	6521.0	show_letter	probe	C
1	Response	1	6848.992	right_click	in_group	n/a
2	Sound	correct	6968.192	sound_beep	correct_feedback	n/a
2	Response	1	7593.992	right_click	in_group	n/a
3	Picture	nonWM	7611.0	show_cross	ready	n/a
3	Picture	J	8922.0	show_letter	target	J
3	Picture	C	9283.0	show_letter	target	C
3	Picture	F	9643.0	show_letter	target	F
3	Picture	M	10003.0	show_letter	target	M
3	Picture	gL	10364.0	show_letter	non_target	L
3	Picture	K	10724.0	show_letter	target	K
3	Picture	Q	11084.0	show_letter	target	Q
3	Picture	W	11445.0	show_letter	target	W
3	Picture	WM	11805.0	show_dash	work_memory	n/a
3	Picture	rB	12430.0	show_letter	probe	B
3	Response	255	12688.992	response	unknown	n/a
4	Sound	correct	12808.192	sound_beep	correct_feedback	n/a
4	Response	1	13340.992	right_click	in_group	n/a
5	Picture	nonWM	13360.0	show_cross	ready	n/a
5	Picture	gD	14671.0	show_letter	non_target	D
5	Picture	Y	15032.0	show_letter	target	Y
5	Picture	gT	15392.0	show_letter	non_target	T
5	Picture	gJ	15753.0	show_letter	non_target	J
5	Picture	gM	16113.0	show_letter	non_target	M
5	Picture	K	16473.0	show_letter	target	K
5	Picture	B	16834.0	show_letter	target	B
5	Picture	gF	17194.0	show_letter	non_target	F
5	Picture	WM	17554.0	show_dash	work_memory	n/a
5	Picture	rB	18422.0	show_letter	probe	B
5	Response	1	18686.992	right_click	in_group	n/a
6	Sound	correct	18806.192	sound_beep	correct_feedback	n/a
6	Response	255	18976.992	response	unknown	n/a
7	Picture	nonWM	18996.0	show_cross	ready	n/a
7	Picture	gC	20307.0	show_letter	non_target	C
7	Picture	Z	20668.0	show_letter	target	Z
7	Picture	L	21028.0	show_letter	target	L
7	Picture	K	21389.0	show_letter	target	K
7	Picture	R	21749.0	show_letter	target	R
7	Picture	G	22109.0	show_letter	target	G
7	Picture	B	22470.0	show_letter	target	B
7	Picture	T	22830.0	show_letter	target	T
7	Picture	WM	23190.0	show_dash	work_memory	n/a
7	Picture	rZ	23765.0	show_letter	probe	Z
7	Response	1	24024.992	right_click	in_group	n/a
8	Sound	correct	24144.192	sound_beep	correct_feedback	n/a
8	Response	1	24927.992	right_click	in_group	n/a
9	Picture	nonWM	24946.0	show_cross	ready	n/a
9	Picture	X	26258.0	show_letter	target	X
9	Picture	gC	26618.0	show_letter	non_target	C
9	Picture	J	26979.0	show_letter	target	J
9	Picture	H	27339.0	show_letter	target	H
9	Picture	N	27699.0	show_letter	target	N
9	Picture	D	28060.0	show_letter	target	D
9	Picture	P	28420.0	show_letter	target	P
9	Picture	S	28781.0	show_letter	target	S
9	Picture	WM	29141.0	show_dash	work_memory	n/a
9	Picture	rL	30080.0	show_letter	probe	L
9	Response	255	30417.992	response	unknown	n/a
10	Sound	correct	30537.192	sound_beep	correct_feedback	n/a
10	Response	1	30701.992	right_click	in_group	n/a
11	Picture	nonWM	30721.0	show_cross	ready	n/a
11	Picture	gF	32032.0	show_letter	non_target	F
11	Picture	gB	32393.0	show_letter	non_target	B
11	Picture	gC	32753.0	show_letter	non_target	C
11	Picture	R	33113.0	show_letter	target	R
11	Picture	M	33474.0	show_letter	target	M
11	Picture	gJ	33834.0	show_letter	non_target	J
11	Picture	gH	34195.0	show_letter	non_target	H
11	Picture	T	34555.0	show_letter	target	T
11	Picture	WM	34915.0	show_dash	work_memory	n/a
11	Picture	rS	35548.0	show_letter	probe	S
11	Response	255	35822.992	response	unknown	n/a
12	Sound	correct	35942.192	sound_beep	correct_feedback	n/a
12	Response	1	36435.992	right_click	in_group	n/a
13	Picture	nonWM	36453.0	show_cross	ready	n/a
13	Picture	gS	37765.0	show_letter	non_target	S
13	Picture	Z	38125.0	show_letter	target	Z
13	Picture	F	38486.0	show_letter	target	F
13	Picture	gD	38846.0	show_letter	non_target	D
13	Picture	gG	39206.0	show_letter	non_target	G
13	Picture	W	39567.0	show_letter	target	W
13	Picture	gV	39927.0	show_letter	non_target	V
13	Picture	gQ	40287.0	show_letter	non_target	Q
13	Picture	WM	40648.0	show_dash	work_memory	n/a
13	Picture	rL	41490.0	show_letter	probe	L
13	Response	255	41727.992	response	unknown	n/a
14	Sound	correct	41847.192	sound_beep	correct_feedback	n/a
14	Response	1	42762.992	right_click	in_group	n/a
15	Picture	nonWM	42781.0	show_cross	ready	n/a
15	Picture	gJ	44092.0	show_letter	non_target	J
15	Picture	gC	44453.0	show_letter	non_target	C
15	Picture	gL	44813.0	show_letter	non_target	L
15	Picture	S	45173.0	show_letter	target	S
15	Picture	G	45534.0	show_letter	target	G
15	Picture	V	45894.0	show_letter	target	V
15	Picture	gR	46255.0	show_letter	non_target	R
15	Picture	gT	46615.0	show_letter	non_target	T
15	Picture	WM	46975.0	show_dash	work_memory	n/a
15	Picture	rV	47587.0	show_letter	probe	V
15	Response	1	47949.992	right_click	in_group	n/a
16	Sound	correct	48069.192	sound_beep	correct_feedback	n/a
16	Response	255	49083.992	response	unknown	n/a
17	Picture	nonWM	49100.0	show_cross	ready	n/a
17	Picture	Q	50412.0	show_letter	target	Q
17	Picture	gP	50772.0	show_letter	non_target	P
17	Picture	J	51132.0	show_letter	target	J
17	Picture	gT	51493.0	show_letter	non_target	T
17	Picture	gZ	51853.0	show_letter	non_target	Z
17	Picture	gK	52213.0	show_letter	non_target	K
17	Picture	D	52574.0	show_letter	target	D
17	Picture	gC	52934.0	show_letter	non_target	C
17	Picture	WM	53294.0	show_dash	work_memory	n/a
17	Picture	rJ	54095.0	show_letter	probe	J
17	Response	1	54382.992	right_click	in_group	n/a
18	Sound	correct	54502.192	sound_beep	correct_feedback	n/a
18	Response	1	55812.992	right_click	in_group	n/a
19	Picture	nonWM	55830.0	show_cross	ready	n/a
19	Picture	P	57141.0	show_letter	target	P
19	Picture	gT	57502.0	show_letter	non_target	T
19	Picture	gZ	57862.0	show_letter	non_target	Z
19	Picture	gQ	58222.0	show_letter	non_target	Q
19	Picture	V	58583.0	show_letter	target	V
19	Picture	gB	58943.0	show_letter	non_target	B
19	Picture	X	59303.0	show_letter	target	X
19	Picture	gG	59664.0	show_letter	non_target	G
19	Picture	WM	60024.0	show_dash	work_memory	n/a
19	Picture	rV	60757.0	show_letter	probe	V
19	Response	1	61045.992	right_click	in_group	n/a
20	Sound	correct	61165.192	sound_beep	correct_feedback	n/a
20	Response	1	63484.992	right_click	in_group	n/a
21	Picture	nonWM	63502.0	show_cross	ready	n/a
21	Picture	L	64814.0	show_letter	target	L
21	Picture	gG	65174.0	show_letter	non_target	G
21	Picture	Q	65535.0	show_letter	target	Q
21	Picture	F	65895.0	show_letter	target	F
21	Picture	Z	66255.0	show_letter	target	Z
21	Picture	T	66616.0	show_letter	target	T
21	Picture	gR	66976.0	show_letter	non_target	R
21	Picture	gM	67337.0	show_letter	non_target	M
21	Picture	WM	67697.0	show_dash	work_memory	n/a
21	Picture	rL	68678.0	show_letter	probe	L
21	Response	1	68915.992	right_click	in_group	n/a
22	Sound	correct	69035.192	sound_beep	correct_feedback	n/a
22	Response	1	71030.992	right_click	in_group	n/a
23	Picture	nonWM	71049.0	show_cross	ready	n/a
23	Picture	gS	72361.0	show_letter	non_target	S
23	Picture	C	72721.0	show_letter	target	C
23	Picture	G	73082.0	show_letter	target	G
23	Picture	P	73442.0	show_letter	target	P
23	Picture	gF	73802.0	show_letter	non_target	F
23	Picture	M	74163.0	show_letter	target	M
23	Picture	gJ	74523.0	show_letter	non_target	J
23	Picture	L	74884.0	show_letter	target	L
23	Picture	WM	75244.0	show_dash	work_memory	n/a
23	Picture	rG	76048.0	show_letter	probe	G
23	Response	1	76277.992	right_click	in_group	n/a
24	Sound	correct	76397.192	sound_beep	correct_feedback	n/a
24	Response	1	77522.992	right_click	in_group	n/a
25	Picture	nonWM	77540.0	show_cross	ready	n/a
25	Picture	gB	78852.0	show_letter	non_target	B
25	Picture	gH	79212.0	show_letter	non_target	H
25	Picture	D	79573.0	show_letter	target	D
25	Picture	R	79933.0	show_letter	target	R
25	Picture	N	80293.0	show_letter	target	N
25	Picture	Z	80654.0	show_letter	target	Z
25	Picture	V	81014.0	show_letter	target	V
25	Picture	gL	81374.0	show_letter	non_target	L
25	Picture	WM	81735.0	show_dash	work_memory	n/a
25	Picture	rR	82539.0	show_letter	probe	R
25	Response	1	82722.992	right_click	in_group	n/a
26	Sound	correct	82843.192	sound_beep	correct_feedback	n/a
26	Response	1	85227.992	right_click	in_group	n/a
27	Picture	nonWM	85247.0	show_cross	ready	n/a
27	Picture	W	86558.0	show_letter	target	W
27	Picture	Z	86918.0	show_letter	target	Z
27	Picture	V	87279.0	show_letter	target	V
27	Picture	D	87639.0	show_letter	target	D
27	Picture	gF	88000.0	show_letter	non_target	F
27	Picture	X	88360.0	show_letter	target	X
27	Picture	M	88720.0	show_letter	target	M
27	Picture	Y	89081.0	show_letter	target	Y
27	Picture	WM	89441.0	show_dash	work_memory	n/a
27	Picture	rG	90116.0	show_letter	probe	G
27	Response	255	90408.992	response	unknown	n/a
28	Sound	correct	90528.192	sound_beep	correct_feedback	n/a
28	Response	1	92339.992	right_click	in_group	n/a
29	Picture	nonWM	92357.0	show_cross	ready	n/a
29	Picture	gJ	93669.0	show_letter	non_target	J
29	Picture	gQ	94029.0	show_letter	non_target	Q
29	Picture	D	94390.0	show_letter	target	D
29	Picture	H	94750.0	show_letter	target	H
29	Picture	gX	95111.0	show_letter	non_target	X
29	Picture	G	95471.0	show_letter	target	G
29	Picture	gC	95831.0	show_letter	non_target	C
29	Picture	gW	96192.0	show_letter	non_target	W
29	Picture	WM	96552.0	show_dash	work_memory	n/a
29	Picture	rD	97445.0	show_letter	probe	D
29	Response	1	97625.992	right_click	in_group	n/a
30	Sound	correct	97745.192	sound_beep	correct_feedback	n/a
30	Response	1	99800.992	right_click	in_group	n/a
31	Picture	nonWM	99817.0	show_cross	ready	n/a
31	Picture	K	101128.0	show_letter	target	K
31	Picture	gW	101489.0	show_letter	non_target	W
31	Picture	Z	101849.0	show_letter	target	Z
31	Picture	gQ	102209.0	show_letter	non_target	Q
31	Picture	D	102570.0	show_letter	target	D
31	Picture	C	102930.0	show_letter	target	C
31	Picture	gM	103290.0	show_letter	non_target	M
31	Picture	P	103651.0	show_letter	target	P
31	Picture	WM	104011.0	show_dash	work_memory	n/a
31	Picture	rJ	104665.0	show_letter	probe	J
31	Response	255	105020.992	response	unknown	n/a
32	Sound	correct	105140.192	sound_beep	correct_feedback	n/a
32	Response	1	106483.992	right_click	in_group	n/a
33	Picture	nonWM	106500.0	show_cross	ready	n/a
33	Picture	D	107812.0	show_letter	target	D
33	Picture	gC	108172.0	show_letter	non_target	C
33	Picture	L	108533.0	show_letter	target	L
33	Picture	S	108893.0	show_letter	target	S
33	Picture	J	109253.0	show_letter	target	J
33	Picture	gK	109614.0	show_letter	non_target	K
33	Picture	H	109974.0	show_letter	target	H
33	Picture	gV	110335.0	show_letter	non_target	V
33	Picture	WM	110695.0	show_dash	work_memory	n/a
33	Picture	rL	111613.0	show_letter	probe	L
33	Response	1	111829.992	right_click	in_group	n/a
34	Sound	correct	111949.192	sound_beep	correct_feedback	n/a
34	Response	255	112527.992	response	unknown	n/a
35	Picture	nonWM	112547.0	show_cross	ready	n/a
35	Picture	W	113859.0	show_letter	target	W
35	Picture	K	114219.0	show_letter	target	K
35	Picture	M	114579.0	show_letter	target	M
35	Picture	C	114940.0	show_letter	target	C
35	Picture	Q	115300.0	show_letter	target	Q
35	Picture	gG	115660.0	show_letter	non_target	G
35	Picture	B	116021.0	show_letter	target	B
35	Picture	T	116381.0	show_letter	target	T
35	Picture	WM	116742.0	show_dash	work_memory	n/a
35	Picture	rB	117374.0	show_letter	probe	B
35	Response	1	117649.992	right_click	in_group	n/a
36	Sound	correct	117769.192	sound_beep	correct_feedback	n/a
36	Response	255	118176.992	response	unknown	n/a
37	Picture	nonWM	118196.0	show_cross	ready	n/a
37	Picture	M	119507.0	show_letter	target	M
37	Picture	gG	119868.0	show_letter	non_target	G
37	Picture	L	120228.0	show_letter	target	L
37	Picture	Z	120588.0	show_letter	target	Z
37	Picture	B	120949.0	show_letter	target	B
37	Picture	Y	121309.0	show_letter	target	Y
37	Picture	gR	121670.0	show_letter	non_target	R
37	Picture	gC	122030.0	show_letter	non_target	C
37	Picture	WM	122390.0	show_dash	work_memory	n/a
37	Picture	rT	123048.0	show_letter	probe	T
37	Response	255	123370.992	response	unknown	n/a
38	Sound	correct	123490.192	sound_beep	correct_feedback	n/a
38	Response	1	124543.992	right_click	in_group	n/a
39	Picture	nonWM	124561.0	show_cross	ready	n/a
39	Picture	K	125873.0	show_letter	target	K
39	Picture	gC	126233.0	show_letter	non_target	C
39	Picture	J	126593.0	show_letter	target	J
39	Picture	gY	126954.0	show_letter	non_target	Y
39	Picture	L	127314.0	show_letter	target	L
39	Picture	D	127674.0	show_letter	target	D
39	Picture	M	128035.0	show_letter	target	M
39	Picture	gS	128395.0	show_letter	non_target	S
39	Picture	WM	128755.0	show_dash	work_memory	n/a
39	Picture	rJ	129325.0	show_letter	probe	J
39	Response	255	129592.992	response	unknown	n/a
40	Sound	wrong	129712.192	sound_buzz	incorrect_feedback	n/a
40	Response	1	130521.992	right_click	in_group	n/a
41	Picture	nonWM	130541.0	show_cross	ready	n/a
41	Picture	K	131852.0	show_letter	target	K
41	Picture	gZ	132213.0	show_letter	non_target	Z
41	Picture	J	132573.0	show_letter	target	J
41	Picture	V	132933.0	show_letter	target	V
41	Picture	R	133294.0	show_letter	target	R
41	Picture	gH	133654.0	show_letter	non_target	H
41	Picture	gM	134014.0	show_letter	non_target	M
41	Picture	S	134375.0	show_letter	target	S
41	Picture	WM	134735.0	show_dash	work_memory	n/a
41	Picture	rR	135544.0	show_letter	probe	R
41	Response	1	135768.992	right_click	in_group	n/a
42	Sound	correct	135888.192	sound_beep	correct_feedback	n/a
42	Response	255	136236.992	response	unknown	n/a
43	Picture	nonWM	136252.0	show_cross	ready	n/a
43	Picture	gX	137564.0	show_letter	non_target	X
43	Picture	J	137924.0	show_letter	target	J
43	Picture	N	138285.0	show_letter	target	N
43	Picture	R	138645.0	show_letter	target	R
43	Picture	S	139005.0	show_letter	target	S
43	Picture	V	139366.0	show_letter	target	V
43	Picture	Y	139726.0	show_letter	target	Y
43	Picture	H	140087.0	show_letter	target	H
43	Picture	WM	140447.0	show_dash	work_memory	n/a
43	Picture	rC	141038.0	show_letter	probe	C
43	Response	255	141291.992	response	unknown	n/a
44	Sound	correct	141411.192	sound_beep	correct_feedback	n/a
44	Response	1	142049.992	right_click	in_group	n/a
45	Picture	nonWM	142068.0	show_cross	ready	n/a
45	Picture	W	143380.0	show_letter	target	W
45	Picture	gT	143740.0	show_letter	non_target	T
45	Picture	M	144101.0	show_letter	target	M
45	Picture	P	144461.0	show_letter	target	P
45	Picture	G	144822.0	show_letter	target	G
45	Picture	H	145182.0	show_letter	target	H
45	Picture	Z	145542.0	show_letter	target	Z
45	Picture	N	145903.0	show_letter	target	N
45	Picture	WM	146263.0	show_dash	work_memory	n/a
45	Picture	rM	147084.0	show_letter	probe	M
45	Response	1	147269.992	right_click	in_group	n/a
46	Sound	correct	147389.192	sound_beep	correct_feedback	n/a
46	Response	255	148120.992	response	unknown	n/a
47	Picture	nonWM	148136.0	show_cross	ready	n/a
47	Picture	gZ	149448.0	show_letter	non_target	Z
47	Picture	T	149808.0	show_letter	target	T
47	Picture	M	150169.0	show_letter	target	M
47	Picture	S	150529.0	show_letter	target	S
47	Picture	gY	150889.0	show_letter	non_target	Y
47	Picture	V	151250.0	show_letter	target	V
47	Picture	N	151610.0	show_letter	target	N
47	Picture	gH	151970.0	show_letter	non_target	H
47	Picture	WM	152331.0	show_dash	work_memory	n/a
47	Picture	rQ	152930.0	show_letter	probe	Q
47	Response	255	153208.992	response	unknown	n/a
48	Sound	correct	153328.192	sound_beep	correct_feedback	n/a
48	Response	1	153834.992	right_click	in_group	n/a
49	Picture	nonWM	153852.0	show_cross	ready	n/a
49	Picture	T	155164.0	show_letter	target	T
49	Picture	gH	155524.0	show_letter	non_target	H
49	Picture	X	155884.0	show_letter	target	X
49	Picture	S	156245.0	show_letter	target	S
49	Picture	W	156605.0	show_letter	target	W
49	Picture	Q	156965.0	show_letter	target	Q
49	Picture	K	157326.0	show_letter	target	K
49	Picture	D	157686.0	show_letter	target	D
49	Picture	WM	158047.0	show_dash	work_memory	n/a
49	Picture	rF	158683.0	show_letter	probe	F
49	Response	255	158949.992	response	unknown	n/a
50	Sound	correct	159069.192	sound_beep	correct_feedback	n/a
50	Response	1	160570.992	right_click	in_group	n/a
1	Picture	nonWM	164112.0	show_cross	ready	n/a
1	Picture	M	165423.0	show_letter	target	M
1	Picture	gQ	165784.0	show_letter	non_target	Q
1	Picture	W	166144.0	show_letter	target	W
1	Picture	B	166504.0	show_letter	target	B
1	Picture	Z	166865.0	show_letter	target	Z
1	Picture	D	167225.0	show_letter	target	D
1	Picture	R	167585.0	show_letter	target	R
1	Picture	L	167946.0	show_letter	target	L
1	Picture	WM	168306.0	show_dash	work_memory	n/a
1	Picture	rY	169132.0	show_letter	probe	Y
1	Response	255	169299.992	response	unknown	n/a
2	Sound	correct	169419.192	sound_beep	correct_feedback	n/a
2	Response	255	169767.992	response	unknown	n/a
3	Picture	nonWM	169786.0	show_cross	ready	n/a
3	Picture	P	171097.0	show_letter	target	P
3	Picture	gK	171457.0	show_letter	non_target	K
3	Picture	B	171818.0	show_letter	target	B
3	Picture	gY	172178.0	show_letter	non_target	Y
3	Picture	D	172539.0	show_letter	target	D
3	Picture	gM	172899.0	show_letter	non_target	M
3	Picture	gC	173259.0	show_letter	non_target	C
3	Picture	gF	173620.0	show_letter	non_target	F
3	Picture	WM	173980.0	show_dash	work_memory	n/a
3	Picture	rP	174818.0	show_letter	probe	P
3	Response	1	174954.992	right_click	in_group	n/a
4	Sound	correct	175074.192	sound_beep	correct_feedback	n/a
4	Response	255	175211.992	response	unknown	n/a
5	Picture	nonWM	175229.0	show_cross	ready	n/a
5	Picture	V	176540.0	show_letter	target	V
5	Picture	gC	176901.0	show_letter	non_target	C
5	Picture	gH	177261.0	show_letter	non_target	H
5	Picture	M	177622.0	show_letter	target	M
5	Picture	gD	177982.0	show_letter	non_target	D
5	Picture	Q	178342.0	show_letter	target	Q
5	Picture	Z	178703.0	show_letter	target	Z
5	Picture	Y	179063.0	show_letter	target	Y
5	Picture	WM	179423.0	show_dash	work_memory	n/a
5	Picture	rJ	180425.0	show_letter	probe	J
5	Response	255	180583.992	response	unknown	n/a
6	Sound	correct	180703.192	sound_beep	correct_feedback	n/a
6	Response	1	181018.992	right_click	in_group	n/a
7	Picture	nonWM	181037.0	show_cross	ready	n/a
7	Picture	R	182348.0	show_letter	target	R
7	Picture	C	182709.0	show_letter	target	C
7	Picture	gX	183069.0	show_letter	non_target	X
7	Picture	H	183430.0	show_letter	target	H
7	Picture	N	183790.0	show_letter	target	N
7	Picture	P	184150.0	show_letter	target	P
7	Picture	gM	184511.0	show_letter	non_target	M
7	Picture	gL	184871.0	show_letter	non_target	L
7	Picture	WM	185231.0	show_dash	work_memory	n/a
7	Picture	rP	186074.0	show_letter	probe	P
7	Response	255	186265.992	response	unknown	n/a
8	Sound	wrong	186385.192	sound_buzz	incorrect_feedback	n/a
8	Response	1	187062.992	right_click	in_group	n/a
9	Picture	nonWM	187079.0	show_cross	ready	n/a
9	Picture	gH	188391.0	show_letter	non_target	H
9	Picture	T	188751.0	show_letter	target	T
9	Picture	X	189112.0	show_letter	target	X
9	Picture	V	189472.0	show_letter	target	V
9	Picture	gF	189833.0	show_letter	non_target	F
9	Picture	K	190193.0	show_letter	target	K
9	Picture	gC	190553.0	show_letter	non_target	C
9	Picture	G	190914.0	show_letter	target	G
9	Picture	WM	191274.0	show_dash	work_memory	n/a
9	Picture	rX	191861.0	show_letter	probe	X
9	Response	1	192111.992	right_click	in_group	n/a
10	Sound	correct	192231.192	sound_beep	correct_feedback	n/a
10	Response	255	193153.992	response	unknown	n/a
11	Picture	nonWM	193172.0	show_cross	ready	n/a
11	Picture	T	194484.0	show_letter	target	T
11	Picture	Y	194844.0	show_letter	target	Y
11	Picture	K	195205.0	show_letter	target	K
11	Picture	Z	195565.0	show_letter	target	Z
11	Picture	F	195925.0	show_letter	target	F
11	Picture	gQ	196286.0	show_letter	non_target	Q
11	Picture	gG	196646.0	show_letter	non_target	G
11	Picture	gW	197006.0	show_letter	non_target	W
11	Picture	WM	197367.0	show_dash	work_memory	n/a
11	Picture	rL	198343.0	show_letter	probe	L
11	Response	255	198538.992	response	unknown	n/a
12	Sound	correct	198658.192	sound_beep	correct_feedback	n/a
12	Response	1	199079.992	right_click	in_group	n/a
13	Picture	nonWM	199097.0	show_cross	ready	n/a
13	Picture	H	200409.0	show_letter	target	H
13	Picture	D	200769.0	show_letter	target	D
13	Picture	W	201130.0	show_letter	target	W
13	Picture	Y	201490.0	show_letter	target	Y
13	Picture	gK	201851.0	show_letter	non_target	K
13	Picture	P	202211.0	show_letter	target	P
13	Picture	X	202571.0	show_letter	target	X
13	Picture	V	202932.0	show_letter	target	V
13	Picture	WM	203292.0	show_dash	work_memory	n/a
13	Picture	rX	204130.0	show_letter	probe	X
13	Response	1	204339.992	right_click	in_group	n/a
14	Sound	correct	204459.192	sound_beep	correct_feedback	n/a
14	Response	255	204793.992	response	unknown	n/a
15	Picture	nonWM	204813.0	show_cross	ready	n/a
15	Picture	V	206125.0	show_letter	target	V
15	Picture	gW	206485.0	show_letter	non_target	W
15	Picture	gS	206845.0	show_letter	non_target	S
15	Picture	R	207206.0	show_letter	target	R
15	Picture	gB	207566.0	show_letter	non_target	B
15	Picture	N	207927.0	show_letter	target	N
15	Picture	gP	208287.0	show_letter	non_target	P
15	Picture	gZ	208647.0	show_letter	non_target	Z
15	Picture	WM	209008.0	show_dash	work_memory	n/a
15	Picture	rX	210030.0	show_letter	probe	X
15	Response	255	210277.992	response	unknown	n/a
16	Sound	correct	210397.192	sound_beep	correct_feedback	n/a
16	Response	1	210699.992	right_click	in_group	n/a
17	Picture	nonWM	210717.0	show_cross	ready	n/a
17	Picture	C	212029.0	show_letter	target	C
17	Picture	gV	212389.0	show_letter	non_target	V
17	Picture	gW	212750.0	show_letter	non_target	W
17	Picture	H	213110.0	show_letter	target	H
17	Picture	gN	213471.0	show_letter	non_target	N
17	Picture	gX	213831.0	show_letter	non_target	X
17	Picture	R	214191.0	show_letter	target	R
